Venue,Court,Date,Time Start,Time End
Venue 1,Court 1,2020-04-18,12h00,21h15
Venue 1,Court 1,2020-04-18,21h25,22h25
Venue 2,Court 0,2020-04-18,21h35,22h40
Venue 3,Court 0,2020-04-18,17h45,22h45
Venue 3,Court 1,2020-04-18,17h10,18h30
Venue 3,Court 1,2020-04-18,18h30,22h10
Venue 3,Court 2,2020-04-18,17h20,19h30
Venue 3,Court 2,2020-04-18,20h15,22h45
Venue 4,Court 0,2020-04-18,10h00,18h10
Venue 4,Court 0,2020-04-18,21h15,22h30
Venue 4,Court 1,2020-04-18,19h05,20h55
Venue 4,Court 1,2020-04-18,21h25,22h30
Venue 5,Court 0,2020-04-18,08h35,10h55
Venue 5,Court 0,2020-04-18,19h30,22h10
Venue 5,Court 1,2020-04-18,12h20,15h00
Venue 5,Court 1,2020-04-18,21h00,22h35
Venue 6,Court 0,2020-04-18,21h40,22h45
Venue 7,Court 0,2020-04-18,15h30,19h50
Venue 7,Court 0,2020-04-18,20h35,21h40
Venue 7,Court 0,2020-04-18,21h40,22h50
Venue 7,Court 1,2020-04-18,08h15,20h50
Venue 7,Court 1,2020-04-18,21h55,22h55
Venue 8,Court 0,2020-04-18,18h10,21h35
Venue 8,Court 0,2020-04-18,21h55,22h55
Venue 9,Court 0,2020-04-18,12h50,14h05
Venue 9,Court 0,2020-04-18,18h25,22h30
Venue 9,Court 1,2020-04-18,18h50,22h15
Venue 10,Court 0,2020-04-18,13h55,21h05
Venue 10,Court 0,2020-04-18,21h30,22h50
Venue 11,Court 0,2020-04-18,08h15,15h00
Venue 11,Court 0,2020-04-18,18h15,20h20
Venue 11,Court 0,2020-04-18,21h20,22h35
Venue 12,Court 0,2020-04-18,18h00,20h40
Venue 12,Court 0,2020-04-18,20h55,21h55
Venue 12,Court 0,2020-04-18,21h55,22h55
Venue 12,Court 1,2020-04-18,11h10,20h10
Venue 12,Court 1,2020-04-18,20h10,22h15
Venue 13,Court 0,2020-04-18,21h30,22h50
Venue 0,Court 0,2020-04-19,16h15,21h55
Venue 0,Court 0,2020-04-19,21h55,22h55
Venue 1,Court 0,2020-04-19,19h30,22h15
Venue 1,Court 1,2020-04-19,18h40,22h35
Venue 2,Court 0,2020-04-19,14h35,22h00
Venue 3,Court 0,2020-04-19,19h10,22h15
Venue 3,Court 1,2020-04-19,17h40,20h15
Venue 3,Court 1,2020-04-19,21h00,22h25
Venue 3,Court 2,2020-04-19,21h00,22h40
Venue 4,Court 0,2020-04-19,13h20,22h20
Venue 4,Court 1,2020-04-19,17h35,22h35
Venue 5,Court 0,2020-04-19,13h50,19h45
Venue 5,Court 0,2020-04-19,20h25,22h35
Venue 5,Court 1,2020-04-19,13h00,21h50
Venue 5,Court 1,2020-04-19,21h55,22h55
Venue 6,Court 0,2020-04-19,21h40,22h45
Venue 7,Court 0,2020-04-19,10h50,22h35
Venue 7,Court 1,2020-04-19,19h20,20h25
Venue 7,Court 1,2020-04-19,20h50,22h50
Venue 8,Court 0,2020-04-19,20h20,22h00
Venue 9,Court 0,2020-04-19,09h45,21h55
Venue 9,Court 0,2020-04-19,21h55,22h55
Venue 9,Court 1,2020-04-19,09h25,15h50
Venue 9,Court 1,2020-04-19,18h45,22h20
Venue 10,Court 0,2020-04-19,09h50,15h35
Venue 10,Court 0,2020-04-19,21h10,22h20
Venue 11,Court 0,2020-04-19,21h50,22h50
Venue 12,Court 0,2020-04-19,13h05,21h35
Venue 12,Court 0,2020-04-19,21h45,22h45
Venue 12,Court 1,2020-04-19,16h35,19h55
Venue 12,Court 1,2020-04-19,20h00,22h15
Venue 13,Court 0,2020-04-19,21h45,22h50
Venue 0,Court 0,2020-04-20,10h35,19h00
Venue 0,Court 0,2020-04-20,19h15,20h25
Venue 0,Court 0,2020-04-20,21h45,22h50
Venue 1,Court 0,2020-04-20,20h00,21h10
Venue 1,Court 0,2020-04-20,21h45,22h45
Venue 1,Court 1,2020-04-20,10h55,14h20
Venue 1,Court 1,2020-04-20,19h30,21h25
Venue 1,Court 1,2020-04-20,21h40,22h45
Venue 2,Court 0,2020-04-20,09h30,17h00
Venue 2,Court 0,2020-04-20,17h05,18h05
Venue 2,Court 0,2020-04-20,20h10,22h30
Venue 3,Court 0,2020-04-20,13h50,19h15
Venue 3,Court 0,2020-04-20,19h45,22h00
Venue 3,Court 1,2020-04-20,16h05,22h30
Venue 3,Court 2,2020-04-20,11h55,18h45
Venue 3,Court 2,2020-04-20,19h50,21h30
Venue 3,Court 2,2020-04-20,21h30,22h50
Venue 4,Court 0,2020-04-20,13h15,19h40
Venue 4,Court 0,2020-04-20,21h35,22h45
Venue 4,Court 1,2020-04-20,21h25,22h30
Venue 5,Court 0,2020-04-20,12h45,16h55
Venue 5,Court 0,2020-04-20,17h50,20h30
Venue 5,Court 0,2020-04-20,21h35,22h40
Venue 5,Court 1,2020-04-20,12h55,19h20
Venue 5,Court 1,2020-04-20,20h35,22h05
Venue 6,Court 0,2020-04-20,13h45,15h30
Venue 6,Court 0,2020-04-20,16h40,22h00
Venue 7,Court 0,2020-04-20,20h40,21h50
Venue 7,Court 0,2020-04-20,21h55,22h55
Venue 7,Court 1,2020-04-20,09h00,20h35
Venue 7,Court 1,2020-04-20,21h25,22h25
Venue 8,Court 0,2020-04-20,16h50,18h40
Venue 8,Court 0,2020-04-20,21h35,22h40
Venue 9,Court 0,2020-04-20,16h30,20h50
Venue 9,Court 0,2020-04-20,21h00,22h00
Venue 9,Court 1,2020-04-20,11h25,22h45
Venue 10,Court 0,2020-04-20,13h15,17h20
Venue 10,Court 0,2020-04-20,21h00,22h00
Venue 11,Court 0,2020-04-20,17h55,19h50
Venue 11,Court 0,2020-04-20,20h40,22h40
Venue 12,Court 0,2020-04-20,16h50,22h15
Venue 12,Court 1,2020-04-20,12h00,20h45
Venue 12,Court 1,2020-04-20,21h30,22h40
Venue 13,Court 0,2020-04-20,16h40,18h20
Venue 13,Court 0,2020-04-20,21h40,22h45
Venue 0,Court 0,2020-04-21,16h40,20h15
Venue 0,Court 0,2020-04-21,20h40,21h55
Venue 0,Court 0,2020-04-21,21h55,22h55
Venue 1,Court 0,2020-04-21,17h25,20h40
Venue 1,Court 0,2020-04-21,21h20,22h20
Venue 1,Court 1,2020-04-21,16h20,22h10
Venue 2,Court 0,2020-04-21,19h00,22h20
Venue 3,Court 0,2020-04-21,13h10,18h35
Venue 3,Court 0,2020-04-21,21h05,22h10
Venue 3,Court 1,2020-04-21,14h00,18h25
Venue 3,Court 1,2020-04-21,18h40,22h20
Venue 3,Court 2,2020-04-21,12h45,14h25
Venue 3,Court 2,2020-04-21,14h50,16h00
Venue 3,Court 2,2020-04-21,17h00,20h45
Venue 3,Court 2,2020-04-21,21h15,22h25
Venue 4,Court 0,2020-04-21,17h40,22h30
Venue 4,Court 1,2020-04-21,09h45,13h20
Venue 4,Court 1,2020-04-21,18h50,22h05
Venue 5,Court 0,2020-04-21,08h55,22h50
Venue 5,Court 1,2020-04-21,21h40,22h40
Venue 6,Court 0,2020-04-21,21h20,22h50
Venue 7,Court 0,2020-04-21,19h30,20h50
Venue 7,Court 0,2020-04-21,21h50,22h50
Venue 7,Court 1,2020-04-21,10h00,13h05
Venue 7,Court 1,2020-04-21,21h30,22h40
Venue 8,Court 0,2020-04-21,16h00,18h30
Venue 8,Court 0,2020-04-21,18h50,20h10
Venue 8,Court 0,2020-04-21,20h40,21h40
Venue 8,Court 0,2020-04-21,21h50,22h50
Venue 9,Court 0,2020-04-21,21h35,22h35
Venue 9,Court 1,2020-04-21,12h50,21h35
Venue 9,Court 1,2020-04-21,21h35,22h40
Venue 10,Court 0,2020-04-21,13h40,15h15
Venue 10,Court 0,2020-04-21,17h55,21h10
Venue 10,Court 0,2020-04-21,21h15,22h20
Venue 11,Court 0,2020-04-21,11h50,18h55
Venue 11,Court 0,2020-04-21,20h40,22h40
Venue 12,Court 0,2020-04-21,19h05,22h00
Venue 12,Court 1,2020-04-21,11h35,14h00
Venue 12,Court 1,2020-04-21,16h40,18h40
Venue 12,Court 1,2020-04-21,19h40,22h00
Venue 13,Court 0,2020-04-21,12h05,18h15
Venue 13,Court 0,2020-04-21,18h35,20h10
Venue 13,Court 0,2020-04-21,21h35,22h35
Venue 0,Court 0,2020-04-22,15h40,20h05
Venue 0,Court 0,2020-04-22,21h35,22h45
Venue 1,Court 0,2020-04-22,10h40,19h35
Venue 1,Court 0,2020-04-22,20h50,22h15
Venue 1,Court 1,2020-04-22,15h15,21h35
Venue 1,Court 1,2020-04-22,21h45,22h50
Venue 2,Court 0,2020-04-22,11h40,21h35
Venue 2,Court 0,2020-04-22,21h40,22h45
Venue 3,Court 0,2020-04-22,21h50,22h50
Venue 3,Court 1,2020-04-22,15h00,18h50
Venue 3,Court 1,2020-04-22,20h20,21h25
Venue 3,Court 1,2020-04-22,21h50,22h50
Venue 3,Court 2,2020-04-22,20h10,22h30
Venue 4,Court 0,2020-04-22,12h55,16h15
Venue 4,Court 0,2020-04-22,19h50,22h35
Venue 4,Court 1,2020-04-22,17h15,19h40
Venue 4,Court 1,2020-04-22,20h45,22h00
Venue 5,Court 0,2020-04-22,15h00,16h20
Venue 5,Court 0,2020-04-22,17h35,21h00
Venue 5,Court 0,2020-04-22,21h15,22h25
Venue 5,Court 1,2020-04-22,16h40,20h45
Venue 5,Court 1,2020-04-22,21h15,22h45
Venue 6,Court 0,2020-04-22,14h10,17h30
Venue 6,Court 0,2020-04-22,19h45,21h20
Venue 6,Court 0,2020-04-22,21h35,22h50
Venue 7,Court 0,2020-04-22,14h05,19h20
Venue 7,Court 0,2020-04-22,21h55,22h55
Venue 7,Court 1,2020-04-22,12h50,19h25
Venue 7,Court 1,2020-04-22,19h55,22h25
Venue 8,Court 0,2020-04-22,18h25,20h25
Venue 8,Court 0,2020-04-22,21h35,22h40
Venue 9,Court 0,2020-04-22,08h50,20h20
Venue 9,Court 0,2020-04-22,20h40,22h10
Venue 9,Court 1,2020-04-22,12h10,20h50
Venue 9,Court 1,2020-04-22,21h00,22h45
Venue 10,Court 0,2020-04-22,20h35,22h40
Venue 11,Court 0,2020-04-22,08h10,19h30
