Venue,Court,Date,Time Start,Time End
Venue 16,Court 1,2020-04-06,19h30,22h10
Venue 16,Court 2,2020-04-06,12h20,15h00
Venue 16,Court 2,2020-04-06,21h00,22h35
Venue 16,Court 3,2020-04-06,21h40,22h45
Venue 17,Court 0,2020-04-06,15h30,19h50
Venue 17,Court 0,2020-04-06,20h35,21h40
Venue 17,Court 0,2020-04-06,21h40,22h50
Venue 0,Court 0,2020-04-07,08h15,20h50
Venue 0,Court 0,2020-04-07,21h55,22h55
Venue 1,Court 0,2020-04-07,18h10,21h35
Venue 1,Court 0,2020-04-07,21h55,22h55
Venue 1,Court 1,2020-04-07,12h50,14h05
Venue 1,Court 1,2020-04-07,18h25,22h30
Venue 2,Court 0,2020-04-07,18h50,22h15
Venue 2,Court 1,2020-04-07,13h55,21h05
Venue 2,Court 1,2020-04-07,21h30,22h50
Venue 2,Court 2,2020-04-07,08h15,15h00
Venue 2,Court 2,2020-04-07,18h15,20h20
Venue 2,Court 2,2020-04-07,21h20,22h35
Venue 2,Court 3,2020-04-07,18h00,20h40
Venue 2,Court 3,2020-04-07,20h55,21h55
Venue 2,Court 3,2020-04-07,21h55,22h55
Venue 2,Court 4,2020-04-07,11h10,20h10
Venue 2,Court 4,2020-04-07,20h10,22h15
Venue 3,Court 0,2020-04-07,21h30,22h50
Venue 3,Court 1,2020-04-07,16h15,21h55
Venue 3,Court 1,2020-04-07,21h55,22h55
Venue 4,Court 0,2020-04-07,19h30,22h15
Venue 4,Court 1,2020-04-07,18h40,22h35
Venue 4,Court 2,2020-04-07,14h35,22h00
Venue 5,Court 0,2020-04-07,19h10,22h15
Venue 5,Court 1,2020-04-07,17h40,20h15
Venue 5,Court 1,2020-04-07,21h00,22h25
Venue 6,Court 0,2020-04-07,21h00,22h40
Venue 6,Court 1,2020-04-07,13h20,22h20
Venue 6,Court 2,2020-04-07,17h35,22h35
Venue 7,Court 0,2020-04-07,13h50,19h45
Venue 7,Court 0,2020-04-07,20h25,22h35
Venue 7,Court 1,2020-04-07,13h00,21h50
Venue 7,Court 1,2020-04-07,21h55,22h55
Venue 7,Court 2,2020-04-07,21h40,22h45
Venue 8,Court 0,2020-04-07,10h50,22h35
Venue 8,Court 1,2020-04-07,19h20,20h25
Venue 8,Court 1,2020-04-07,20h50,22h50
Venue 9,Court 0,2020-04-07,20h20,22h00
Venue 9,Court 1,2020-04-07,09h45,21h55
Venue 9,Court 1,2020-04-07,21h55,22h55
Venue 10,Court 0,2020-04-07,09h25,15h50
Venue 10,Court 0,2020-04-07,18h45,22h20
Venue 10,Court 1,2020-04-07,09h50,15h35
Venue 10,Court 1,2020-04-07,21h10,22h20
Venue 11,Court 0,2020-04-07,21h50,22h50
Venue 12,Court 0,2020-04-07,13h05,21h35
Venue 12,Court 0,2020-04-07,21h45,22h45
Venue 12,Court 1,2020-04-07,16h35,19h55
Venue 12,Court 1,2020-04-07,20h00,22h15
Venue 12,Court 2,2020-04-07,21h45,22h50
Venue 13,Court 0,2020-04-07,10h35,19h00
Venue 13,Court 0,2020-04-07,19h15,20h25
Venue 13,Court 0,2020-04-07,21h45,22h50
Venue 14,Court 0,2020-04-07,20h00,21h10
Venue 14,Court 0,2020-04-07,21h45,22h45
Venue 14,Court 1,2020-04-07,10h55,14h20
Venue 14,Court 1,2020-04-07,19h30,21h25
Venue 14,Court 1,2020-04-07,21h40,22h45
Venue 15,Court 0,2020-04-07,09h30,17h00
Venue 15,Court 0,2020-04-07,17h05,18h05
Venue 15,Court 0,2020-04-07,20h10,22h30
Venue 15,Court 1,2020-04-07,13h50,19h15
Venue 15,Court 1,2020-04-07,19h45,22h00
Venue 16,Court 0,2020-04-07,16h05,22h30
Venue 16,Court 1,2020-04-07,11h55,18h45
Venue 16,Court 1,2020-04-07,19h50,21h30
Venue 16,Court 1,2020-04-07,21h30,22h50
Venue 16,Court 2,2020-04-07,13h15,19h40
Venue 16,Court 2,2020-04-07,21h35,22h45
Venue 16,Court 3,2020-04-07,21h25,22h30
Venue 17,Court 0,2020-04-07,12h45,16h55
Venue 17,Court 0,2020-04-07,17h50,20h30
Venue 17,Court 0,2020-04-07,21h35,22h40
Venue 0,Court 0,2020-04-08,12h55,19h20
Venue 0,Court 0,2020-04-08,20h35,22h05
Venue 1,Court 0,2020-04-08,13h45,15h30
Venue 1,Court 0,2020-04-08,16h40,22h00
Venue 1,Court 1,2020-04-08,20h40,21h50
Venue 1,Court 1,2020-04-08,21h55,22h55
Venue 2,Court 0,2020-04-08,09h00,20h35
Venue 2,Court 0,2020-04-08,21h25,22h25
Venue 2,Court 1,2020-04-08,16h50,18h40
Venue 2,Court 1,2020-04-08,21h35,22h40
Venue 2,Court 2,2020-04-08,16h30,20h50
Venue 2,Court 2,2020-04-08,21h00,22h00
Venue 2,Court 3,2020-04-08,11h25,22h45
Venue 2,Court 4,2020-04-08,13h15,17h20
Venue 2,Court 4,2020-04-08,21h00,22h00
Venue 3,Court 0,2020-04-08,17h55,19h50
Venue 3,Court 0,2020-04-08,20h40,22h40
Venue 3,Court 1,2020-04-08,16h50,22h15
Venue 4,Court 0,2020-04-08,12h00,20h45
Venue 4,Court 0,2020-04-08,21h30,22h40
Venue 4,Court 1,2020-04-08,16h40,18h20
Venue 4,Court 1,2020-04-08,21h40,22h45
Venue 4,Court 2,2020-04-08,16h40,20h15
Venue 4,Court 2,2020-04-08,20h40,21h55
Venue 4,Court 2,2020-04-08,21h55,22h55
Venue 5,Court 0,2020-04-08,17h25,20h40
Venue 5,Court 0,2020-04-08,21h20,22h20
Venue 5,Court 1,2020-04-08,16h20,22h10
Venue 6,Court 0,2020-04-08,19h00,22h20
Venue 6,Court 1,2020-04-08,13h10,18h35
Venue 6,Court 1,2020-04-08,21h05,22h10
Venue 6,Court 2,2020-04-08,14h00,18h25
Venue 6,Court 2,2020-04-08,18h40,22h20
Venue 7,Court 0,2020-04-08,12h45,14h25
Venue 7,Court 0,2020-04-08,14h50,16h00
Venue 7,Court 0,2020-04-08,17h00,20h45
Venue 7,Court 0,2020-04-08,21h15,22h25
Venue 7,Court 1,2020-04-08,17h40,22h30
Venue 7,Court 2,2020-04-08,09h45,13h20
Venue 7,Court 2,2020-04-08,18h50,22h05
Venue 8,Court 0,2020-04-08,08h55,22h50
Venue 8,Court 1,2020-04-08,21h40,22h40
Venue 9,Court 0,2020-04-08,21h20,22h50
Venue 9,Court 1,2020-04-08,19h30,20h50
Venue 9,Court 1,2020-04-08,21h50,22h50
Venue 10,Court 0,2020-04-08,10h00,13h05
Venue 10,Court 0,2020-04-08,21h30,22h40
Venue 10,Court 1,2020-04-08,16h00,18h30
Venue 10,Court 1,2020-04-08,18h50,20h10
Venue 10,Court 1,2020-04-08,20h40,21h40
Venue 10,Court 1,2020-04-08,21h50,22h50
Venue 11,Court 0,2020-04-08,21h35,22h35
Venue 12,Court 0,2020-04-08,12h50,21h35
Venue 12,Court 0,2020-04-08,21h35,22h40
Venue 12,Court 1,2020-04-08,13h40,15h15
Venue 12,Court 1,2020-04-08,17h55,21h10
Venue 12,Court 1,2020-04-08,21h15,22h20
Venue 12,Court 2,2020-04-08,11h50,18h55
Venue 12,Court 2,2020-04-08,20h40,22h40
Venue 13,Court 0,2020-04-08,19h05,22h00
Venue 14,Court 0,2020-04-08,11h35,14h00
Venue 14,Court 0,2020-04-08,16h40,18h40
Venue 14,Court 0,2020-04-08,19h40,22h00
Venue 14,Court 1,2020-04-08,12h05,18h15
Venue 14,Court 1,2020-04-08,18h35,20h10
Venue 14,Court 1,2020-04-08,21h35,22h35
Venue 15,Court 0,2020-04-08,15h40,20h05
Venue 15,Court 0,2020-04-08,21h35,22h45
Venue 15,Court 1,2020-04-08,10h40,19h35
Venue 15,Court 1,2020-04-08,20h50,22h15
Venue 16,Court 0,2020-04-08,15h15,21h35
Venue 16,Court 0,2020-04-08,21h45,22h50
Venue 16,Court 1,2020-04-08,11h40,21h35
Venue 16,Court 1,2020-04-08,21h40,22h45
Venue 16,Court 2,2020-04-08,21h50,22h50
Venue 16,Court 3,2020-04-08,15h00,18h50
Venue 16,Court 3,2020-04-08,20h20,21h25
Venue 16,Court 3,2020-04-08,21h50,22h50
Venue 17,Court 0,2020-04-08,20h10,22h30
Venue 0,Court 0,2020-04-09,12h55,16h15
Venue 0,Court 0,2020-04-09,19h50,22h35
Venue 1,Court 0,2020-04-09,17h15,19h40
Venue 1,Court 0,2020-04-09,20h45,22h00
Venue 1,Court 1,2020-04-09,15h00,16h20
Venue 1,Court 1,2020-04-09,17h35,21h00
Venue 1,Court 1,2020-04-09,21h15,22h25
Venue 2,Court 0,2020-04-09,16h40,20h45
Venue 2,Court 0,2020-04-09,21h15,22h45
Venue 2,Court 1,2020-04-09,14h10,17h30
Venue 2,Court 1,2020-04-09,19h45,21h20
Venue 2,Court 1,2020-04-09,21h35,22h50
Venue 2,Court 2,2020-04-09,14h05,19h20
Venue 2,Court 2,2020-04-09,21h55,22h55
Venue 2,Court 3,2020-04-09,12h50,19h25
Venue 2,Court 3,2020-04-09,19h55,22h25
Venue 2,Court 4,2020-04-09,18h25,20h25
Venue 2,Court 4,2020-04-09,21h35,22h40
Venue 3,Court 0,2020-04-09,08h50,20h20
Venue 3,Court 0,2020-04-09,20h40,22h10
Venue 3,Court 1,2020-04-09,12h10,20h50
Venue 3,Court 1,2020-04-09,21h00,22h45
Venue 4,Court 0,2020-04-09,20h35,22h40
Venue 4,Court 1,2020-04-09,08h10,19h30
Venue 4,Court 1,2020-04-09,21h55,22h55
Venue 4,Court 2,2020-04-09,21h05,22h45
Venue 5,Court 0,2020-04-09,13h55,16h10
Venue 5,Court 0,2020-04-09,18h30,21h55
Venue 5,Court 0,2020-04-09,21h55,22h55
Venue 5,Court 1,2020-04-09,14h25,17h35
Venue 5,Court 1,2020-04-09,19h00,20h00
Venue 5,Court 1,2020-04-09,20h55,22h10
Venue 6,Court 0,2020-04-09,19h25,21h40
Venue 6,Court 0,2020-04-09,21h50,22h50
Venue 6,Court 1,2020-04-09,17h00,18h20
Venue 6,Court 1,2020-04-09,20h55,22h50
Venue 6,Court 2,2020-04-09,13h00,21h40
Venue 6,Court 2,2020-04-09,21h40,22h40
Venue 7,Court 0,2020-04-09,12h35,15h40
Venue 7,Court 0,2020-04-09,16h40,21h30
Venue 7,Court 0,2020-04-09,21h45,22h50
Venue 7,Court 1,2020-04-09,18h00,22h20
Venue 7,Court 2,2020-04-09,13h40,16h10
Venue 7,Court 2,2020-04-09,18h20,21h50
Venue 7,Court 2,2020-04-09,21h50,22h50
Venue 8,Court 0,2020-04-09,19h00,20h00
Venue 8,Court 0,2020-04-09,21h15,22h15
Venue 8,Court 1,2020-04-09,20h20,22h45
Venue 9,Court 0,2020-04-09,11h55,20h40
Venue 9,Court 0,2020-04-09,21h40,22h45
Venue 9,Court 1,2020-04-09,08h30,12h15
Venue 9,Court 1,2020-04-09,20h15,21h25
Venue 9,Court 1,2020-04-09,21h45,22h45
Venue 10,Court 0,2020-04-09,18h10,22h15
Venue 10,Court 1,2020-04-09,20h10,22h20
Venue 11,Court 0,2020-04-09,21h40,22h45
Venue 12,Court 0,2020-04-09,15h25,22h50
Venue 12,Court 1,2020-04-09,12h25,21h00
Venue 12,Court 1,2020-04-09,21h50,22h50
Venue 12,Court 2,2020-04-09,12h25,18h20
Venue 12,Court 2,2020-04-09,21h10,22h15
Venue 13,Court 0,2020-04-09,08h10,15h00
Venue 13,Court 0,2020-04-09,19h45,20h50
Venue 13,Court 0,2020-04-09,20h55,22h45
Venue 14,Court 0,2020-04-09,16h35,19h50
Venue 14,Court 0,2020-04-09,21h10,22h10
Venue 14,Court 1,2020-04-09,21h20,22h20
Venue 15,Court 0,2020-04-09,19h20,20h40
Venue 15,Court 0,2020-04-09,21h00,22h45
Venue 15,Court 1,2020-04-09,20h05,21h55
Venue 15,Court 1,2020-04-09,21h55,22h55
Venue 16,Court 0,2020-04-09,12h50,19h20
Venue 16,Court 0,2020-04-09,20h10,22h20
Venue 16,Court 1,2020-04-09,14h35,16h05
Venue 16,Court 1,2020-04-09,19h00,22h25
Venue 16,Court 2,2020-04-09,13h10,21h20
Venue 16,Court 2,2020-04-09,21h20,22h25
Venue 16,Court 3,2020-04-09,14h45,15h50
Venue 16,Court 3,2020-04-09,19h40,22h25
Venue 17,Court 0,2020-04-09,11h55,18h10
Venue 17,Court 0,2020-04-09,18h45,20h00
Venue 17,Court 0,2020-04-09,21h50,22h50
Venue 0,Court 0,2020-04-10,14h25,17h20
Venue 0,Court 0,2020-04-10,18h35,20h30
Venue 0,Court 0,2020-04-10,21h50,22h50
Venue 1,Court 0,2020-04-10,19h10,21h50
Venue 1,Court 0,2020-04-10,21h55,22h55
Venue 1,Court 1,2020-04-10,21h10,22h45
Venue 2,Court 0,2020-04-10,14h05,21h35
Venue 2,Court 0,2020-04-10,21h35,22h45
Venue 2,Court 1,2020-04-10,10h05,19h55
Venue 2,Court 1,2020-04-10,21h35,22h35
Venue 2,Court 2,2020-04-10,12h00,20h05
Venue 2,Court 2,2020-04-10,21h40,22h50
Venue 2,Court 3,2020-04-10,18h05,20h05
Venue 2,Court 3,2020-04-10,20h15,21h50
Venue 2,Court 3,2020-04-10,21h55,22h55
Venue 2,Court 4,2020-04-10,11h15,16h50
Venue 2,Court 4,2020-04-10,19h45,22h10
Venue 3,Court 0,2020-04-10,13h00,20h00
Venue 3,Court 0,2020-04-10,20h20,22h40
Venue 3,Court 1,2020-04-10,12h40,17h50
Venue 3,Court 1,2020-04-10,21h15,22h15
Venue 4,Court 0,2020-04-10,21h20,22h50
Venue 4,Court 1,2020-04-10,09h40,14h20
Venue 4,Court 1,2020-04-10,18h35,20h00
Venue 4,Court 1,2020-04-10,20h00,22h25
Venue 4,Court 2,2020-04-10,13h35,19h20
Venue 4,Court 2,2020-04-10,20h50,22h15
Venue 5,Court 0,2020-04-10,11h25,15h45
Venue 5,Court 0,2020-04-10,20h50,21h50
Venue 5,Court 0,2020-04-10,21h50,22h50
Venue 5,Court 1,2020-04-10,16h55,19h20
Venue 5,Court 1,2020-04-10,19h25,22h45
Venue 6,Court 0,2020-04-10,19h50,22h25
Venue 6,Court 1,2020-04-10,10h20,15h00
Venue 6,Court 1,2020-04-10,17h00,19h10
Venue 6,Court 1,2020-04-10,21h45,22h50
Venue 6,Court 2,2020-04-10,12h15,17h40
Venue 6,Court 2,2020-04-10,20h25,21h35
Venue 6,Court 2,2020-04-10,21h55,22h55
Venue 7,Court 0,2020-04-10,08h55,10h30
Venue 7,Court 0,2020-04-10,14h25,19h45
Venue 7,Court 0,2020-04-10,21h20,22h25
Venue 7,Court 1,2020-04-10,19h00,21h15
Venue 7,Court 1,2020-04-10,21h15,22h25
Venue 7,Court 2,2020-04-10,12h50,22h35
Venue 8,Court 0,2020-04-10,11h00,16h05
Venue 8,Court 0,2020-04-10,20h05,22h00
Venue 8,Court 1,2020-04-10,16h45,19h40
Venue 8,Court 1,2020-04-10,20h05,21h05
Venue 8,Court 1,2020-04-10,21h35,22h45
Venue 9,Court 0,2020-04-10,18h30,21h10
Venue 9,Court 0,2020-04-10,21h15,22h15
Venue 9,Court 1,2020-04-10,12h35,22h50
Venue 10,Court 0,2020-04-10,17h20,18h20
Venue 10,Court 0,2020-04-10,20h10,22h50
Venue 10,Court 1,2020-04-10,11h15,16h30
Venue 10,Court 1,2020-04-10,18h40,22h15
Venue 11,Court 0,2020-04-10,10h50,13h55
Venue 11,Court 0,2020-04-10,18h25,20h05
Venue 11,Court 0,2020-04-10,21h50,22h50
Venue 12,Court 0,2020-04-10,18h45,21h05
Venue 12,Court 0,2020-04-10,21h25,22h25
Venue 12,Court 1,2020-04-10,10h10,21h35
Venue 12,Court 1,2020-04-10,21h45,22h50
Venue 12,Court 2,2020-04-10,09h45,14h35
Venue 12,Court 2,2020-04-10,17h10,21h00
Venue 12,Court 2,2020-04-10,21h50,22h50
Venue 13,Court 0,2020-04-10,10h20,22h00
Venue 14,Court 0,2020-04-10,10h10,21h30
Venue 14,Court 0,2020-04-10,21h50,22h50
Venue 14,Court 1,2020-04-10,16h05,18h55
Venue 14,Court 1,2020-04-10,20h50,22h25
Venue 15,Court 0,2020-04-10,08h20,10h55
Venue 15,Court 0,2020-04-10,18h55,20h30
Venue 15,Court 0,2020-04-10,20h45,22h35
Venue 15,Court 1,2020-04-10,16h45,18h20
Venue 15,Court 1,2020-04-10,20h25,21h25
Venue 15,Court 1,2020-04-10,21h55,22h55
Venue 16,Court 0,2020-04-10,11h55,15h10
Venue 16,Court 0,2020-04-10,18h50,20h05
Venue 16,Court 0,2020-04-10,21h20,22h35
Venue 16,Court 1,2020-04-10,09h10,14h30
Venue 16,Court 1,2020-04-10,19h05,20h50
Venue 16,Court 1,2020-04-10,21h10,22h50
Venue 16,Court 2,2020-04-10,21h05,22h35
Venue 16,Court 3,2020-04-10,10h20,21h35
Venue 16,Court 3,2020-04-10,21h55,22h55
Venue 17,Court 0,2020-04-10,11h45,15h10
Venue 17,Court 0,2020-04-10,17h10,21h00
Venue 17,Court 0,2020-04-10,21h45,22h45
Venue 0,Court 0,2020-04-11,15h30,21h05
Venue 0,Court 0,2020-04-11,21h55,22h55
Venue 1,Court 0,2020-04-11,18h40,22h15
Venue 1,Court 1,2020-04-11,21h15,22h20
Venue 2,Court 0,2020-04-11,08h20,12h30
Venue 2,Court 0,2020-04-11,14h10,17h00
Venue 2,Court 0,2020-04-11,18h55,20h35
Venue 2,Court 0,2020-04-11,20h45,21h55
Venue 2,Court 0,2020-04-11,21h55,22h55
Venue 2,Court 1,2020-04-11,19h20,21h05
Venue 2,Court 1,2020-04-11,21h35,22h35
Venue 2,Court 2,2020-04-11,15h25,18h20
Venue 2,Court 2,2020-04-11,21h05,22h35
Venue 2,Court 3,2020-04-11,11h30,22h15
Venue 2,Court 4,2020-04-11,15h35,17h05
Venue 2,Court 4,2020-04-11,17h30,18h35
Venue 2,Court 4,2020-04-11,18h55,21h35
Venue 2,Court 4,2020-04-11,21h45,22h50
Venue 3,Court 0,2020-04-11,10h30,14h20
Venue 3,Court 0,2020-04-11,21h00,22h50
Venue 3,Court 1,2020-04-11,21h20,22h30
Venue 4,Court 0,2020-04-11,15h00,16h25
Venue 4,Court 0,2020-04-11,21h20,22h40
Venue 4,Court 1,2020-04-11,11h25,22h30
Venue 4,Court 2,2020-04-11,10h45,19h50
Venue 4,Court 2,2020-04-11,20h45,22h30
Venue 5,Court 0,2020-04-11,21h50,22h50
Venue 5,Court 1,2020-04-11,21h25,22h45
Venue 6,Court 0,2020-04-11,08h10,10h55
Venue 6,Court 0,2020-04-11,20h20,22h25
Venue 6,Court 1,2020-04-11,17h10,20h20
Venue 6,Court 1,2020-04-11,21h10,22h30
Venue 6,Court 2,2020-04-11,13h35,15h55
Venue 6,Court 2,2020-04-11,19h30,22h00
Venue 7,Court 0,2020-04-11,09h00,22h35
Venue 7,Court 1,2020-04-11,11h50,18h30
Venue 7,Court 1,2020-04-11,21h20,22h40
Venue 7,Court 2,2020-04-11,13h40,17h35
Venue 7,Court 2,2020-04-11,21h10,22h50
Venue 8,Court 0,2020-04-11,17h55,21h05
Venue 8,Court 0,2020-04-11,21h05,22h50
Venue 8,Court 1,2020-04-11,08h35,10h15
Venue 8,Court 1,2020-04-11,20h35,21h40
Venue 8,Court 1,2020-04-11,21h40,22h50
Venue 9,Court 0,2020-04-11,14h55,20h40
Venue 9,Court 0,2020-04-11,21h30,22h30
Venue 9,Court 1,2020-04-11,18h30,20h05
Venue 9,Court 1,2020-04-11,21h15,22h20
Venue 10,Court 0,2020-04-11,10h35,17h35
Venue 10,Court 0,2020-04-11,21h40,22h45
Venue 10,Court 1,2020-04-11,08h50,15h00
Venue 10,Court 1,2020-04-11,16h55,22h10
Venue 11,Court 0,2020-04-11,21h35,22h40
Venue 12,Court 0,2020-04-11,18h30,20h50
Venue 12,Court 0,2020-04-11,21h45,22h45
Venue 12,Court 1,2020-04-11,20h15,22h15
Venue 12,Court 2,2020-04-11,16h40,22h10
Venue 13,Court 0,2020-04-11,11h50,13h55
Venue 13,Court 0,2020-04-11,15h10,19h45
Venue 13,Court 0,2020-04-11,19h55,22h15
Venue 14,Court 0,2020-04-11,18h20,20h00
Venue 14,Court 0,2020-04-11,21h40,22h50
Venue 14,Court 1,2020-04-11,12h55,17h05
Venue 14,Court 1,2020-04-11,17h50,21h10
Venue 14,Court 1,2020-04-11,21h55,22h55
Venue 15,Court 0,2020-04-11,13h00,17h45
Venue 15,Court 0,2020-04-11,18h15,22h00
Venue 15,Court 1,2020-04-11,21h50,22h50
Venue 16,Court 0,2020-04-11,17h10,21h50
Venue 16,Court 0,2020-04-11,21h50,22h50
Venue 16,Court 1,2020-04-11,16h35,21h25
Venue 16,Court 1,2020-04-11,21h30,22h30
Venue 16,Court 2,2020-04-11,13h30,18h15
Venue 16,Court 2,2020-04-11,19h55,22h00
Venue 16,Court 3,2020-04-11,14h55,21h20
Venue 16,Court 3,2020-04-11,21h40,22h50
Venue 17,Court 0,2020-04-11,16h20,20h10
Venue 17,Court 0,2020-04-11,21h00,22h10
Venue 0,Court 0,2020-04-12,17h20,20h25
Venue 0,Court 0,2020-04-12,21h50,22h50
Venue 1,Court 0,2020-04-12,08h25,10h30
Venue 1,Court 0,2020-04-12,11h35,18h20
Venue 1,Court 0,2020-04-12,19h10,20h20
Venue 1,Court 0,2020-04-12,21h10,22h40
Venue 1,Court 1,2020-04-12,14h30,19h10
Venue 1,Court 1,2020-04-12,20h45,22h20
Venue 2,Court 0,2020-04-12,15h15,21h00
Venue 2,Court 0,2020-04-12,21h35,22h45
Venue 2,Court 1,2020-04-12,08h00,19h55
Venue 2,Court 1,2020-04-12,20h25,21h45
Venue 2,Court 1,2020-04-12,21h55,22h55
Venue 2,Court 2,2020-04-12,10h15,21h35
Venue 2,Court 2,2020-04-12,21h50,22h50
Venue 2,Court 3,2020-04-12,08h05,09h40
Venue 2,Court 3,2020-04-12,12h25,18h55
Venue 2,Court 3,2020-04-12,21h20,22h45
Venue 2,Court 4,2020-04-12,19h50,21h30
Venue 2,Court 4,2020-04-12,21h30,22h30
Venue 3,Court 0,2020-04-12,20h55,22h10
Venue 3,Court 1,2020-04-12,18h00,21h15
Venue 3,Court 1,2020-04-12,21h55,22h55
Venue 4,Court 0,2020-04-12,16h10,18h10
Venue 4,Court 0,2020-04-12,21h45,22h50
Venue 4,Court 1,2020-04-12,19h05,21h55
Venue 4,Court 1,2020-04-12,21h55,22h55
Venue 4,Court 2,2020-04-12,17h20,19h05
Venue 4,Court 2,2020-04-12,19h15,21h50
Venue 4,Court 2,2020-04-12,21h50,22h50
Venue 5,Court 0,2020-04-12,08h50,19h05
Venue 5,Court 0,2020-04-12,20h45,21h45
Venue 5,Court 0,2020-04-12,21h45,22h45
Venue 5,Court 1,2020-04-12,15h25,17h40
Venue 5,Court 1,2020-04-12,18h05,22h35
Venue 6,Court 0,2020-04-12,15h40,19h45
Venue 6,Court 0,2020-04-12,19h55,21h10
Venue 6,Court 0,2020-04-12,21h40,22h50
Venue 6,Court 1,2020-04-12,13h00,20h00
Venue 6,Court 1,2020-04-12,20h55,21h55
Venue 6,Court 1,2020-04-12,21h55,22h55
Venue 6,Court 2,2020-04-12,13h40,19h05
Venue 6,Court 2,2020-04-12,21h45,22h45
Venue 7,Court 0,2020-04-12,08h00,21h20
Venue 7,Court 0,2020-04-12,21h55,22h55
Venue 7,Court 1,2020-04-12,20h05,22h30
Venue 7,Court 2,2020-04-12,09h55,11h25
Venue 7,Court 2,2020-04-12,15h20,19h35
Venue 7,Court 2,2020-04-12,19h55,21h35
Venue 7,Court 2,2020-04-12,21h45,22h45
Venue 8,Court 0,2020-04-12,11h55,20h05
Venue 8,Court 0,2020-04-12,20h15,21h30
Venue 8,Court 0,2020-04-12,21h45,22h50
Venue 8,Court 1,2020-04-12,10h00,18h45
Venue 8,Court 1,2020-04-12,19h35,22h35
Venue 9,Court 0,2020-04-12,19h40,22h15
Venue 9,Court 1,2020-04-12,11h40,15h35
Venue 9,Court 1,2020-04-12,20h10,21h30
Venue 9,Court 1,2020-04-12,21h35,22h35
Venue 10,Court 0,2020-04-12,14h55,16h05
Venue 10,Court 0,2020-04-12,21h05,22h50
Venue 10,Court 1,2020-04-12,21h55,22h55
Venue 11,Court 0,2020-04-12,09h25,15h05
Venue 11,Court 0,2020-04-12,15h25,17h25
Venue 11,Court 0,2020-04-12,18h30,22h20
Venue 12,Court 0,2020-04-12,13h15,20h20
Venue 12,Court 0,2020-04-12,20h45,22h15
Venue 12,Court 1,2020-04-12,13h30,19h25
Venue 12,Court 1,2020-04-12,20h45,22h25
Venue 12,Court 2,2020-04-12,08h05,21h05
Venue 12,Court 2,2020-04-12,21h15,22h50
Venue 13,Court 0,2020-04-12,18h05,22h10
Venue 14,Court 0,2020-04-12,14h35,17h35
Venue 14,Court 0,2020-04-12,20h20,21h45
Venue 14,Court 0,2020-04-12,21h45,22h50
Venue 14,Court 1,2020-04-12,08h40,18h05
Venue 14,Court 1,2020-04-12,20h30,22h10
Venue 15,Court 0,2020-04-12,20h25,22h40
Venue 15,Court 1,2020-04-12,09h10,22h30
Venue 16,Court 0,2020-04-12,20h30,21h30
Venue 16,Court 0,2020-04-12,21h45,22h50
Venue 16,Court 1,2020-04-12,12h30,20h30
Venue 16,Court 1,2020-04-12,20h30,21h35
Venue 16,Court 1,2020-04-12,21h35,22h40
Venue 16,Court 2,2020-04-12,15h50,17h30
Venue 16,Court 2,2020-04-12,21h20,22h30
Venue 16,Court 3,2020-04-12,20h15,22h05
Venue 17,Court 0,2020-04-12,11h20,12h50
Venue 17,Court 0,2020-04-12,13h10,14h35
Venue 17,Court 0,2020-04-12,19h05,20h35
Venue 17,Court 0,2020-04-12,21h10,22h25
Venue 0,Court 0,2020-04-13,08h15,17h35
Venue 0,Court 0,2020-04-13,17h40,22h20
Venue 1,Court 0,2020-04-13,16h35,21h35
Venue 1,Court 0,2020-04-13,21h55,22h55
Venue 1,Court 1,2020-04-13,14h55,16h00
Venue 1,Court 1,2020-04-13,19h50,22h20
Venue 2,Court 0,2020-04-13,11h30,14h05
Venue 2,Court 0,2020-04-13,21h40,22h45
Venue 2,Court 1,2020-04-13,13h05,21h40
Venue 2,Court 1,2020-04-13,21h45,22h50
Venue 2,Court 2,2020-04-13,13h45,17h40
Venue 2,Court 2,2020-04-13,20h55,22h10
Venue 2,Court 3,2020-04-13,13h50,17h50
Venue 2,Court 3,2020-04-13,19h10,20h45
Venue 2,Court 3,2020-04-13,21h35,22h45
Venue 2,Court 4,2020-04-13,10h30,12h15
Venue 2,Court 4,2020-04-13,13h30,14h35
Venue 2,Court 4,2020-04-13,18h20,22h35
Venue 3,Court 0,2020-04-13,12h05,13h15
Venue 3,Court 0,2020-04-13,18h10,22h15
Venue 3,Court 1,2020-04-13,09h45,18h00
Venue 3,Court 1,2020-04-13,18h05,20h55
Venue 3,Court 1,2020-04-13,21h50,22h50
Venue 4,Court 0,2020-04-13,17h40,22h40
Venue 4,Court 1,2020-04-13,15h00,16h30
Venue 4,Court 1,2020-04-13,20h45,22h00
Venue 4,Court 2,2020-04-13,20h55,22h45
Venue 5,Court 0,2020-04-13,12h00,13h20
Venue 5,Court 0,2020-04-13,21h45,22h45
Venue 5,Court 1,2020-04-13,14h50,15h55
Venue 5,Court 1,2020-04-13,18h00,20h05
Venue 5,Court 1,2020-04-13,20h40,22h30
Venue 6,Court 0,2020-04-13,19h45,21h20
Venue 6,Court 0,2020-04-13,21h40,22h45
Venue 6,Court 1,2020-04-13,21h00,22h35
Venue 6,Court 2,2020-04-13,20h45,22h15
Venue 7,Court 0,2020-04-13,17h35,20h20
